,Intercept,diet[T.NC],mz,rt,nearest_distance,scan,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags,internalFilename,compound_type,manual_annotation,mz_diff,rt_diff,document,motif,probability,overlap,precursor.mass,retention.time,document.annotation,urine_mass2motif_78.m2m http://ms2lda.org/motifdb/motif/150868 Betaine related,euphorbia_motif_350.m2m http://ms2lda.org/motifdb/motif/151080 Import motif,motif_474,motif_418,euphorbia_motif_18.m2m http://ms2lda.org/motifdb/motif/151137 m/z 203 189,motif_313,motif_449,motif_400,motif_543,motif_478,motif_338,gnps_motif_43.m2m http://ms2lda.org/motifdb/motif/151021 Water loss - indicative of a free hydroxyl group – (in beer often seen in sugary structures),motif_388,motif_306,gnps_motif_38.m2m http://ms2lda.org/motifdb/motif/151045 Loss of CH2O2 - indicative for underivatized carboxilic acid group,motif_559,motif_451,motif_443,motif_469
321.24055560802_7.81822686453577,0.9808278645813182,1.9362589506432568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
489.320106133086_4.65058251028806,-0.6602548990905568,3.5747469155118017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
484.26760330497_6.97845133485888,2.0511570538818558,1.6817998154089009,484.26760330497,418.7070800915328,8.03624442671902,5436.0,M+H,108273898,1.0,Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by eriche,0.0,spectra/specs_ms.pklbin5436,,,HCD,Positive,ESI,482.32099999999997,lib-00024.mgf,Bronze,3.0,0.9236709999999999,60.1087,0.028991700000000002,1.0,GNPS-NIST14-MATCHES,Data from Piel,482.32099999999997,,426.504,8.0,,0.0,482.35,specs_ms.pklbin,CCMSLIB00003138155,254964.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.94660330497004,7.796919908467203,5436.0,"motif_276,motif_547","0.2571,0.6226","0.4185,0.9176",482.35000999999994,426.503998,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
455.351155841837_7.6631026060606,-1.2598108683288378,4.324756690673545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
331.28425767373_8.37618333333333,1.1664901341736034,0.6610946742817916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
473.325683631866_5.44639901729559,0.19376712697145493,3.3028939453885107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
346.271339903783_8.5166746031746,-0.14668029887083026,4.078747340850549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503.335861513653_5.67188508158508,-0.1803068552673146,3.789818593673423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
379.295052751663_5.03883936965811,0.05314737218019516,4.302579948119834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
342.29997326129_6.92587050078247,-0.35844368082883804,3.789166280441002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
453.318340367911_8.02761601080247,1.2152815427124215,1.5509978508576907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
509.28776980487_7.57318627002288,1.2206326093017772,1.1890502957627334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
595.346115114768_4.21880665004156,4.532284315997334,-0.19752507526425944,595.346115114768,253.1283990024936,9.33860180556813,6675.0,M+H,34217-90-8 ,1.0,Stercobilin,Other,A. Jarmusch,595.35,spectra/specs_ms.pklbin6675, , ,Orbitrap,Positive,LC-ESI,595.35,lib-00010.mgf,Bronze,3.0,0.8226969999999999,5.02347,0.00299072,1.0,GNPS-LIBRARY,Dorrestein,595.35,5280818,262.467,13.0,CCC1C(C(=O)NC1CC2=NC(=CC3=C(C(=C(N3)CC4C(C(C(=O)N4)CC)C)C)CCC(=O)O)C(=C2C)CCC(=O)O)C,0.0,595.347,specs_ms.pklbin,CCMSLIB00001059689,163526.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.0038848852319688376,9.338600997506376,6675.0,motif_306,0.9779,0.5390,595.34698,262.46701,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
485.324716375383_5.20644936507936,-0.738528195446758,3.80725938957186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
457.366834884604_6.15687878306878,-0.5987767611205861,3.6396616188809423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503.335796904325_5.82796206496519,-0.3058232699096486,3.7949417321011567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
582.342576730456_7.05326326699834,-1.412532273358135,4.281710693053916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
468.308550007562_7.91476651376146,3.615578707629413,0.4038525311276473,468.308550007562,474.8859908256876,3.8727549852918974,5248.0,M+NH4,,1.0,"NCGC00380341-01!methyl 3-(3,4-dihydroxyphenyl)-2-[(2,2-dimethylchromen-6-yl)methyl]-4-methoxy-5-oxofuran-2-carboxylate",isolated,lfnothias,452.147,spectra/specs_ms.pklbin5248,"InChI=1S/C25H24O8/c1-24(2)10-9-15-11-14(5-8-19(15)32-24)13-25(23(29)31-4)20(21(30-3)22(28)33-25)16-6-7-17(26)18(27)12-16/h5-12,26-27H,13H2,1-4H3",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,470.181,lib-00000.mgf,Gold,1.0,0.567876,246.708,0.115997,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,470.181,,478.276,4.0,COC(=O)C3(CC1=CC=C2OC(C)(C)C=CC2=C1)OC(=O)C(OC)=C3C4=CC(O)=C(O)C=C4,0.0,470.29699999999997,specs_ms.pklbin,CCMSLIB00000846691,39838.3,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,1.8724499924379643,3.3900091743124108,5248.0,,,,470.29699999999997,478.27600099999995,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
491.274840884437_8.19456784869976,1.5443540181457711,1.7261198101565398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
457.330879190393_5.30978530150753,-0.31160015208127945,3.6557634560391454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
484.301394547965_3.71981070853461,0.5565605725586131,2.2555911628529586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408.292820895612_8.18404957659738,3.2584155167877387,-1.1347724707797011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
392.253573436741_3.50223185763888,1.3550696934997752,0.6103684989735639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
426.357458612607_8.2177103065134,5.107964691096514,-1.8627201827242812,426.357458612607,493.062618390804,3.9633816357296006,4675.0,M+H,13962055,1.0,Spectral Match to Oleoyl L-carnitine from NIST14,Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin4675,,,HCD,Positive,ESI,426.35699999999997,lib-00024.mgf,Bronze,3.0,0.943737,4.72412,0.00201416,1.0,GNPS-NIST14-MATCHES,Data from PDorrestein,426.35699999999997,,497.026,13.0,,0.0,426.35900000000004,specs_ms.pklbin,CCMSLIB00003139164,111546.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.0004586126070194041,3.9633816091960057,4675.0,gnps_motif_45.m2m,0.5244,0.6715,426.35900999999996,497.02600099999995,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591.316571924244_4.89238770627062,1.8266797627746776,1.2324254898354567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
353.268606458613_8.51569197108067,3.2454588975250442,0.0404499260708846,353.268606458613,510.9415182648402,5.740518296875004,1236.0,M+H,18465991,1.0,"Spectral Match to Monolinolenin (9c,12c,15c) from NIST14",Isolated,Data deposited by amelnik,0.0,spectra/specs_ms.pklbin1236,,,HCD,Positive,ESI,353.26800000000003,lib-00024.mgf,Bronze,3.0,0.843734,2.85075,0.00100708,1.0,GNPS-NIST14-MATCHES,Data from Rob Knight ,353.26800000000003,,505.20099999999996,10.0,,0.0,353.269,specs_ms.pklbin,CCMSLIB00003134963,167486.0,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-0.0006064586129923555,-5.7405182648402615,1236.0,"motif_338,motif_322","0.2756,0.4709","0.3983,0.4240",353.26901000000004,505.200989,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
468.30839028566_7.65554483944954,1.9298968877136424,0.5608832327649154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317.268897996014_5.96695482905982,-0.05224269968870132,3.495754906348899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
346.322748604298_7.39358276003275,1.2366700734436231,0.37169749420137776,346.322748604298,443.61496560196497,9.58615147652225,1119.0,M+H,,1.0,"NCGC00380950-01_C19H20O6_6a,7,8,12a-Tetrahydroxy-3-methyl-2,3,4,5,6,6a,7,12a-octahydro-1,12-tetraphenedione",isolated,lfnothias,344.126,spectra/specs_ms.pklbin1119,"InChI=1S/C19H20O6/c1-9-7-10-5-6-18(24)17(23)14-11(3-2-4-12(14)20)16(22)19(18,25)15(10)13(21)8-9/h2-4,9,17,20,23-25H,5-8H2,1H3",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,345.13300000000004,lib-00000.mgf,Gold,1.0,0.5962890000000001,486.767,0.167999,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,345.13300000000004,,453.12699999999995,4.0,CC1CC(=O)C/2=C(/CCC3(O)C(O)C4=C(O)C=CC=C4C(=O)C23O)C1,0.0,345.301,specs_ms.pklbin,CCMSLIB00000853947,14196.6,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-1.1897486042979608,9.512034398034984,1119.0,"motif_383,motif_506","0.4056,0.5195","0.3974,0.6776",345.30099,453.127014,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
406.342327098475_7.00982762863535,-1.85575241190794,4.955111095123008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
407.279109471558_5.51022838660577,3.4433699216186713,-0.3667697222903215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
375.250247246039_8.52875430107527,4.173606451922627,-0.3793608458712541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
313.107278146217_3.55028255693581,-1.0597605143249318,4.0474942414090185,313.107278146217,213.0169534161486,8.206266842621634,471.0,M+H, ,1.0,m/z 313 of diterpene esters (collected from 12-deoxyphorbol-13-acetate),Commercial,Nothias-Allard,313.1,spectra/specs_ms.pklbin471, , ,Hybrid FT,Positive,LC-ESI,313.17900000000003,lib-00010.mgf,Bronze,3.0,0.50093,229.872,0.071991,1.0,GNPS-LIBRARY,Litaudon-Wolfender,313.17900000000003, ,204.81099999999998,4.0, ,0.0,313.107,specs_ms.pklbin,CCMSLIB00000478113,10938.6,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,0.07172185378300355,-8.205953416148617,471.0,urine_mass2motif_115.m2m,0.2117,0.9087,313.10699,204.811005,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542.322678257452_6.79390194508008,1.3839583958923534,1.960215368680672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
461.361577510225_6.77254594202898,-0.9299549494445608,3.869973966293052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
494.323908470879_7.86384447077409,1.9801765050232127,0.07080728691072835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
498.287728936392_4.12578662745097,3.0329115952789505,-1.2637168677523576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
358.282768340802_6.22368554216867,3.1142011250793655,-0.8817214282229386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
391.246056812445_7.17149520547945,1.5274057950317577,1.6568017726764241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
346.258405438075_4.06827761316872,1.927388247424336,0.1804096190259017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443.351632747125_6.75277528455284,-1.0611566935241503,4.098642894439414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503.335678822139_5.67843181818181,-0.15069908244016614,3.823968478851035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
349.273426539929_8.57798375673595,-0.4459151659667775,3.2148016182705907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533.323956030721_4.14653995305164,1.7110925282776073,-0.9055017741396868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
480.27813606282_4.04078708530805,2.8440197076141547,-1.3840994151308976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
471.345712852939_6.13168197194719,0.02842956441041977,3.760394403152184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
503.335608588128_6.04132466977467,-0.2322425280273244,3.246015736274436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
443.352080235286_7.6003481438515,-0.07992357355955093,3.9244971958920503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
471.34506334912_6.3998275609756,-0.6297177706420705,3.5993977276608504,471.34506334912,383.98965365853604,0.4936574573554716,5266.0,M+H,,1.0,"NCGC00179701-03_C30H46O4_Lup-20(29)-en-28-oic acid, 6-hydroxy-3-oxo-, (5xi,9xi,18xi)-",isolated,lfnothias,470.34,spectra/specs_ms.pklbin5266,"InChI=1S/C30H46O4/c1-17(2)18-10-13-30(25(33)34)15-14-28(6)19(23(18)30)8-9-21-27(5)12-11-22(32)26(3,4)24(27)20(31)16-29(21,28)7/h18-21,23-24,31H,1,8-16H2,2-7H3,(H,33,34)/t18-,19+,20?,21?,23?,24?,27+,28+,29+,30-/m0/s1",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,471.347,lib-00000.mgf,Gold,1.0,0.534181,0.0,0.0,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,471.347,,383.496,7.0,CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CCC4[C@@]5(C)CCC(=O)C(C)(C)C5C(O)C[C@@]34C)C12)C(O)=O,0.0,471.347,specs_ms.pklbin,CCMSLIB00000850239,20216.1,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,0.0019366508799976145,-0.49365365853606136,5266.0,motif_400,0.8751,0.6447,471.34698,383.496002,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
401.344759040458_8.0024880620155,3.5237064923584183,-1.4042438777163468,401.344759040458,480.14928372093,1.5248195903190274,4337.0,M+H,1935188,1.0,Spectral Match to Palmitoylcarnitine from NIST14,Isolated,Data deposited by mjmeehan,0.0,spectra/specs_ms.pklbin4337,,,HCD,Positive,ESI,400.342,lib-00024.mgf,Bronze,3.0,0.8811200000000001,2.43932,0.0009765619999999999,1.0,GNPS-NIST14-MATCHES,Data from Gabriel Haddad,400.342,,481.298,5.0,,0.0,400.343,specs_ms.pklbin,CCMSLIB00003135535,19571.3,UPDATE-SINGLE-ANNOTATED-BRONZE, ,specs_ms.pklbin,,,-1.0027590404579882,1.1487162790700154,4337.0,gnps_motif_45.m2m,0.5076,0.6691,400.34299,481.298004,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
367.210528579345_3.73744494117647,1.6073194112121776,1.3173967687413253,367.210528579345,224.2466964705882,10.820441851138947,1955.0,M+NH4,,1.0,NCGC00380821-01!,isolated,lfnothias,348.157,spectra/specs_ms.pklbin1955,"InChI=1S/C19H24O6/c1-8-6-18-7-9(8)3-4-10(18)19-12(21)5-11(20)17(2,16(24)25-19)14(19)13(18)15(22)23/h9-14,20-21H,1,3-7H2,2H3,(H,22,23)",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,366.191,lib-00000.mgf,Gold,1.0,0.6438550000000001,95.5885,0.0350037,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,366.191,,235.019,4.0,CC12C3C(C(O)=O)C45CC(CCC4C3(OC1=O)C(O)CC2O)C(=C)C5,0.0,366.226,specs_ms.pklbin,CCMSLIB00000848319,2862.93,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-1.0195285793450353,10.7723035294118,1955.0,euphorbia_motif_135.m2m,0.1103,0.6629,366.22601000000003,235.018997,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527.296717769588_7.27589303310239,2.6561377610504344,-0.8968228610232316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302.304957440425_7.14107357723577,4.158406313830587,0.4865465847775496,302.304957440425,428.4644146341462,2.399422242766178,377.0,M+H,,1.0,MLS001066334-01!D-erythro-Dihydrosphingosine764-22-7,NIH Pharmacologically Active Library,VP/LMS,301.298,spectra/specs_ms.pklbin377,,,qTof,Positive,LC-ESI,302.311,lib-00014.mgf,Gold,1.0,0.6889270000000001,19.8867,0.00601196,1.0,GNPS-NIH-SMALLMOLECULEPHARMACOLOGICALLYACTIVE,Dorrestein,302.311,,426.065,6.0,CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO,0.0,302.305,specs_ms.pklbin,CCMSLIB00000086124,54995.4,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,0.006042559574950701,-2.399414634146183,377.0,,,,302.30499,426.06500199999994,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
335.258084950545_8.5010851981352,2.008090552264424,0.2254713265225448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527.296564484967_7.23263409610984,2.7219579781830032,-0.7887732299044572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
505.272953917716_6.63152004608294,1.3246064748108104,1.3215969590470351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347.222468939085_3.85950250626566,1.6797004308044627,-4.229732445068642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345.218104224639_5.8603705378973,1.677857932025166,-1.9038857730105363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
408.310969571511_6.47996803482586,2.2283430661499217,-1.980627706833168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
345.241480248066_4.57160726718886,1.9112344350158883,-2.2075602324679338,345.241480248066,274.2964360313316,14.420613189444865,1118.0,M+H,,1.0,"NCGC00180662-03_C20H24O5_5-(3-Furyl)-3',6',7'-trimethyldihydro-8'H-spiro[furan-3,2'-[9]oxatricyclo[5.2.2.0~1,6~]undecane]-2,8'-dione",isolated,lfnothias,344.162,spectra/specs_ms.pklbin1118,"InChI=1S/C20H24O5/c1-12-4-6-18(3)17(2)7-8-20(18,25-15(17)21)19(12)10-14(24-16(19)22)13-5-9-23-11-13/h5,9,11-12,14H,4,6-8,10H2,1-3H3/t12-,14-,17?,18-,19+,20+/m1/s1",,Maxis II HD Q-TOF Bruker,positive,LC-ESI,345.17,lib-00000.mgf,Gold,1.0,0.580716,208.567,0.071991,1.0,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,345.17,,259.876,7.0,C[C@@H]1CC[C@]2(C)C3(C)CC[C@@]2(OC3=O)[C@@]14C[C@@H](OC4=O)C5=COC=C5,0.0,345.24199999999996,specs_ms.pklbin,CCMSLIB00000852098,20682.2,UPDATE-SINGLE-ANNOTATED-GOLD, ,specs_ms.pklbin,,,-0.07148024806599551,-14.420436031331633,1118.0,,,,345.24199999999996,259.87600699999996,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
